Brand,CPU_Speed,RAM,Storage,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted,RAM_Encrypted
Lenovo,3.8618300557285257,8,256,12.965312991080795,4.3700445246796455,9905.976594804113,7ed47bae9166dc5474e8f490d6090d437b5863501b2bb357b38c2314f57af3be,gAAAAABoIXsZOnSkJMfRunITKOcMp2ZO_VXIXER6m34WPMinRdLZxv38UrwNAmi69HdNCZF834qRppGiKT8qfjJzOvt0QQZpP47E7E1KwKP-1lRxRDzwStI=,gAAAAABoIXsZDvLcvo5FLnqZPf9w38jjxnoI2aZKRjneiFNPcZnUmRO_tI2aM5dQOuIbk52Z3EhBVdCYUNNOw1b9C8fXtVLTxQ==
Asus,2.6685037781246743,32,1000,14.280111530595732,2.953947654021005,32812.68702948411,9f36b48f17ef8eaa3b95e19e4a9d8248474fc8567b89dae0b5571b1e097c479c,gAAAAABoIXsZ3fzZ0spO7azQEGXcturravYZEBYn2uxvyQlsZQReRl7ysshTb5U5pphdS_dqfZtnkR1b24JcdTVZYmK56czNylaBTSpzG4sgWCCYi8M0x3w=,gAAAAABoIXsZkdWGMosSwyafsJAX2DykoIwD86KBX6-r_bj095ZgvJKMYKLniJ8bvdrh-4N_-UYjRbauF7bcfBq-UnvyhJ3O2A==
Lenovo,3.0335284730267693,4,1000,14.45245632371689,3.7391934984025763,31446.721179529304,773351cd150d8653fe2c0da434a0bddd87d8ee172ca991de410665d2f52a359c,gAAAAABoIXsZ2KNmmTXy4a4r_Wdty-Vl-OeRelFj2U1NQPIRo-cM1ynMO9YEwPsbIK9te6PoDsxaHLh31F8GyaGu3N2ynd2YHhBgrLQ2WSTJP9s5aM15xmA=,gAAAAABoIXsZVPPzKTp7k9TikflWCNS_iEgtzqxXj9TdyIgRoQNMijwXFAeiHolaBcVwelO5ReOHUSry-44_4uLWGlduUkxTHw==
Dell,1.9175848652301881,32,512,11.132848852835776,3.0368749807292046,17999.390306277077,d69af69591fdaff519af85b7fb4954f80531f568cccc80287f2cd721e09f0f38,gAAAAABoIXsZuMNlnYgLM8oaRttNpb9pafDCLBNBqqZXPlpiWWeFgjI-OV83-EcPw5H74iIwbBLCPv4gRxLqqj2aXZgUyFNTU_DlQHBQ5oOd-j5lcmUEz-Y=,gAAAAABoIXsZHKdYWRkW58TgWsqUP1ZWmbDzuYlLt6i4vKe8cW5c8ASvKPdCni7dW2BR7a7zQ4OCnVSHX71gZsGYWruooVNk5g==
Dell,3.9779215653424416,8,512,16.67068513253605,4.4473082139053215,17328.134576567532,15c63d5c0b3abaf8eb14dab36396e9db0567c27f321da903fcee0d83a8c24a99,gAAAAABoIXsZfhkbB1B0k6E0iIbgcGj4G6bY9kvnscvUdxYs3Ope7rRug94JT3Z2GVjj4ejQ5pTC4kkQmYJzz7UR138NkePMTMngGA06S3jdUoPdcAezWmo=,gAAAAABoIXsZ08c3PlcGkSw_cQ2-seYqTQyBIRx9vKF97Zzk4XtiQthVGkRmcXqkUGwVIT_AeYG1aw-AAMM1-VT8Nw7MqZf-pQ==
Asus,2.0791792534586087,8,1000,15.17976362730434,3.400184281303851,31803.593813995874,a9c56ef2a95ba862027b405219258c3ceb9bd062da949ec5032a60a06fbcbb8b,gAAAAABoIXsZf0wNDyLfnPaPl-VV1rKK88iNOTuxfJ2O5v6RdYfVrjQXwXuAbS7N_t2jrWNk1a1xQxcZdQfmZpgFTMDf-IeF-OVU0n9GyOl7Sh74yloYSBg=,gAAAAABoIXsZ_E76ORsdmGwzWJh9tg5ELHStVG03mQRxcw8v0NKUZLyzTHUbHLabo_j3QrXJmJctY4we3rKkB4br7GwnfVOjzw==
Asus,3.856829435337814,8,1000,13.974222501391345,2.230168480558656,31773.803616387886,663c3504b1af21d9f4cfdcd4d57e8062308a3619262e113d29df7f18bdb94e8c,gAAAAABoIXsZED4JoVviDvZgl5hgkpTseCgihUVYCC-2b0tpIfd6mY1_86btEyrICzMljVQmTsXIQVTWKl4SOUZTlqRn88GZGr4h3eEg_DgmtqiAN_394F4=,gAAAAABoIXsZgfcDMX-N-CYJwWpq5Ja0cqQOLpf7gD-Rn5bhzqSy1_IaJObSnfxxD4DwCtY5iLLzv7XAOo6cK3MQVB7dPiUmtA==
Acer,3.124116622480921,4,512,16.598763406449848,2.4981575644446092,17299.430104201827,2937d9b85d0d725eec9365694e570939fe11ce836d99b9206f598e391ae769b9,gAAAAABoIXsZ2_xcs-65CNRuj6-hrMSPzBJG26bZGQNvPVCYbTpDLrfEl1huCUi1JNd8rxoyj0V5TSGTc_Ls7gxxp39me2__GZaTUMxnUezx8_uPlVbtm7s=,gAAAAABoIXsZloHl-cyNgqhJnAqM5_rGBu6OZiTVC_twzS-iM1xw4BwO_cWTsa0LHb-gutGhZLkofjkJBv3yUA_RpkHDko-DLQ==
Acer,3.019341987197148,16,512,13.634573391504972,2.183314002858897,17354.575214695695,e0a2d7a3a48613ed915d1d22c3704bb1dc44b1d7aafb28999c16095ceaaf741a,gAAAAABoIXsZ_JCYzkf62HnWHoK7WaWNrHdBNwpEXKVKzcN15LGjO2kfhS0j2S1yNIKhGoYBBN4vpgb25fxNX0JnYP23Nviuca2bdlSSZPPXzI-LibXSNNo=,gAAAAABoIXsZmUW7OzfGC7SfN08ykcCyUi0fnOLvLxmivzhMyWLQtg9M5T61qP2-nq-453bX6YWsoMREPnLPh-CwItvvDeY4tw==
Lenovo,2.7817212775412714,32,1000,16.88261342162223,3.4979088380429757,32706.13245163676,5b11cf934c271e5c5ed4c3287df2659bb604fa17612889def3e800a6c94c8bd2,gAAAAABoIXsZgeZu5FPaLAOzPFWVIFJuXLKFecOWX9eomw1ncQ4TTawAOoIbJCMjEtbZYhrdE90sCLM65ZkS0q2d3azTTgSFFS8UU7ZMFULQOewo9j-tIL8=,gAAAAABoIXsZnQt0JKBPfpr1koPy-vPQoZ5rh21OosuelMNK_d_bv_y0lMsX5BqZZ6HHRZowag7QUEkIU3YZciwN1R4QLkFAcQ==
Asus,2.0766745292943964,32,256,14.07370854346091,2.3190118920446814,10558.374400119386,73b8e8885744e2191173cfa620e92c7dd9ba5a4d03717c3c1bda82be1a2f270d,gAAAAABoIXsZVzbFXWe69dZBgq8BgV48kTyUQffjTNl6j6Rqeaomx27NRn0YYgphlJXgeSbVJl0najCsNTDDlYdb69GvUNl6NjEMJW2_b9a2iDXcFICcRKo=,gAAAAABoIXsZmiiyZKS2HU8peKCMrbRrdpaP6My98iHGtxUG15TurmCIpZ23Y5rx1tqRn5Yt4GbgwgfAvcc3t0vZxDRh10mqFw==
Dell,1.9413200800137707,16,512,11.685714619987877,2.342419907928896,17504.666195097063,1850431389dcbb25151914e862897bb660accc62e1b99e9388bd6823ce17d536,gAAAAABoIXsZ3i3u7cCM7yDnRiYd7Z-ZbQ34jw0YG-mUs_Deb-aDhqQzYKGEa1AqazKilan98zvoTFgTpPd-jNtctaYgssQ5ZSc7wkIb9ICVpuXD_LavkEs=,gAAAAABoIXsZOjIPrt5s8VPPuwbPlB3T2cqXOj97rgGXWtCLePfrDyB4xgohN-hOdRWQa0aH_1-0DfBMcvza-BxmuknrCbwGnA==
Acer,2.0512155226754385,32,1000,15.588805834755664,4.823144780115131,32809.51886963163,0af25e97149448026ecdef03f069ce62a4d186f40b38a4253b9ec9c5f8328684,gAAAAABoIXsZgWsFlRRoTpy9nHSiNSZ7qUSufiUcDcPU6XlkDSAceIpuxRKH-IN3lak1mLZBB9NoOsRkbCHpBsJvf_PsD9g9HFfpGxdEgwoxXEetwNUztak=,gAAAAABoIXsZ2hOdHqLYTVGO9iOGpPicv7r9gTkG0To6JCF80uaRmzzHJbILgk8RUKoti3UC1vMGN2r0DxNBLcSddsK9Y83MJQ==
Acer,1.9660956553606364,4,1000,15.073386350467043,4.617965216528166,31435.52408550944,c693aba6149e70987b1897ccf943467c7de7f3985739ff8ad719664a1560fbd5,gAAAAABoIXsZWRyPyeGoMfVGXpi5f1S9OM3FwmTbw19N67izP8gRDQ5mQ3xREDFNcHkcvqIodK0pSvY86e_Ix0G61yYgWBR7i2fAUbAIzwOCrgECPhzDLwI=,gAAAAABoIXsZ_hQx6mNtZ_atfJtlHDl8osz5mgmQ2jHhZBcQGhfEEv-5E5My2dzNZkc5l3lTfO6raDTpOYAH4npFn4OOtu7UKA==
Dell,3.448961183916883,32,1000,15.63792032783352,3.356259790434098,33459.84749304077,ddb9e0f5cdbd4df00d6efa3c111c4c6d1aa0ffc86a178c639a1f46d7290f8f2d,gAAAAABoIXsZ-fT1vazfyEgHCc7TNV8qPrQPhqbkCPu0YrErD94R99PsJz5t_vPHEF48iGMI1-_Iphmv81NaiHq8qi4XWCUXtcfw8I3zmFuf1WnxUgE3gnI=,gAAAAABoIXsZRYnp2Lc5v7lZcwQgxhsZu5gCS1tWn-tiYhZS8x_BCXVnnEvQ-GeGfueqgzIp5cTcVeakovNkwLNfx94atOP_OA==
Acer,2.3753131479168252,8,1000,16.708652172354086,4.957415962550617,31908.592069712,df502698f46240b7786bd440982bcbdf1402eb63fb4154ee13435609e53b5798,gAAAAABoIXsZcFGIDaSaLmHXktWdf8OzT1xPROLVAKUVROJvivyC3ccALl6RtccGQ_MhzyIWVrjxQ4fIK4S34cQSiWo7Tjrn9w==,gAAAAABoIXsZXVEKnsecUaoTixkLFSLo7Cw-fjCN_ej1QCluxzoPXFhfaWvZCLksPhIdGsH6Z8zaUl6Rgl71BXz-zhHwSmu5cQ==
Lenovo,1.644606691408491,16,256,15.658935815906109,2.0005595845119895,9608.2795423112,83e2cc1f3957e005a39b8c6dba6b4f24ac61f4a490792c9ef36be537756ef3e6,gAAAAABoIXsZ_GBkVuztoLG2RYCHdQHfh68w6E6rp5BQT7HCR4zR1Txk1mpciD3wVS5Yev5C5JEjH-gn_ugRwnN11ugwVqla-A==,gAAAAABoIXsZurRinXM4AWnJtiCqeU_80CdyhjjCFbz4TnMM79LQjn6DjanHHXZArWhiQFSFZ3Tj9QxqBy3NTtrmDSk4ZXGvOg==
Asus,3.9227565753520284,4,1000,14.668019613299881,3.8419383688201814,31653.262947011815,030ec3ac2f6fa85a76e6923c21fae1ed73eb98c45dcbe254a28bfb07c6824df0,gAAAAABoIXsZ4ihDviizvwF4Hp_Z9xWyYQFQUQmE6KQR1v9hiDaZJRyfuw9kWVbHU7DBlN1gIngV8JpowxyBOkM3vKE1TaRPwCegOX0HHXM7cz9D9lbDmUg=,gAAAAABoIXsZceJyWmoEYVXFcXYsIpWEEXGMuROFPeUF2ROxXwhOisiV6nQrS85V9AuVnzuhABKGNxwJzOVAyMhT_ZuzLp0SEA==
Dell,3.7094647124085642,16,512,16.143853414165044,3.84928453211561,17905.288938740137,526c83e57e4e8bcdc189f6bd3c099351fbc2b9ec1a3b62e72e2db7478d0e9f4a,gAAAAABoIXsZ3W6kjuRi64Z9GtG-Fep2qC_4x38AJ17Msildow5VLpzF8d2yr6bihZiZVIG9SVpS9uyFNYNrwuhcNvgESBwp82_aw3KALL9ztNP7GS2WdLY=,gAAAAABoIXsZlbO5ZZB5zJhRKXkeCAO6d3WeDgZq6E1XUJvyrsmNgfZDDeBhhim4vUGWsrDGfrJ-3N-pCgWP7kxyxL0vZKmG6Q==
Asus,3.8193807079880324,4,256,15.039478636127189,3.3723291676096645,9576.799205329231,b48e4531c1c2641853e9a3e0240baf92ddff2a4554a67027f01fc18e4f72a209,gAAAAABoIXsZhg13DRz4W3lgG9GKFmai7dMpYuB8HYIRPOaxaTizHwtSIU7vpv1jCzM17g93pY1Cyefzw6rhXpLYjZEDaK07kc6akNSmrXOlTYv8MlBAuwE=,gAAAAABoIXsZSfs3UeCUnFhbLH70Ft4Jxp_XxekVfKHRIYy3_kBRarmCSoMEqxLn-73tzr7PUO5I3-GNSQYTPiQY7lmM-IzQGg==
Acer,3.9872695566160883,8,1000,13.448714340955538,3.1908439188028783,32018.235095486314,cac774c98871a4eeac5652632d5ff792f63e7f6d6a8ad288e4ff3040aface2f2,gAAAAABoIXsZ_0bTmCTU1x8ROtfyRLuhF7U1VG5AbDY6rA6KRYSF2LrkksEYUQQq6odmZffKHdSzp7bNIc1iu-Vlx9P6PJr4R7zaoZsabzURGyV5SZrf4-M=,gAAAAABoIXsZ7Xy3TsXDBF9Fj0YDgYkh7HUTFcY3UB8CRrQiArfDNuWUt6s4qRMN8OJoDRQruDLsso70L1IXnSd2Mf_nXJk6Ww==
Acer,1.9347381230487182,16,256,16.31371858545064,3.366149406441823,9594.157765055641,27797d4537d00d093981f526ae9ec40244f86bbd9965fd4e285a16cced197d0c,gAAAAABoIXsZOLSrXLASxw2Pz41UYvPLQ-CA_3n1jrZS97JJHszS675C02l00q3n1rKOfXopFNqRzh1fNuOI98_Bki_0u-tZbVWcxKF5nqxIT--aomWyvWk=,gAAAAABoIXsZ3knDqahtn7qhu_f9gJ7rLwpsMOFYy7uVjTuPDdmOh0PV-ylMbTgebFApUA_YZhzJieBzBrSrJ0Pd5SlmrBy7wQ==
Dell,2.490605047256647,32,512,12.331402764706237,3.2448813082390413,18157.022324409696,74074ebb447e86b527da631e333130881d451da0e0ae10e91e9bc0314ccbc1bf,gAAAAABoIXsZVN2UkiDJLuFgUzfOh4q8Kz1cYiPvthv2iu2Ka2swPRJMQwI1m_YRWsP806JUA-9tFWcAKHmHpM41mt2gZty1JdF5bjEtSU6Zhj0hrSjw6P8=,gAAAAABoIXsZBsfJmUpCbGs0BlCT1-50Hiq5LRQ6JBXmZ1DadPxnEPS3LYgBgYxWeny8-H2JqHqRYCOspXQllZFLQ7Bok1yf-A==
Lenovo,3.395596189260228,4,1000,15.287847649452345,4.191477432446899,31613.457503593014,5b8b0e16bb2ebd2d6881d9c4aad523c33db7cb0cc77f3eef7293ffdafa2f30f5,gAAAAABoIXsZG1kJ9A_xd1lJc33k2i5wyBlZR4eOPEUA74Npu5HtmEPzWhcTs9OkXOue2nHk_UHpm-jKuvfND0WhaSJFp4xJ7dvby4snMtWKZ9O2n5PapkA=,gAAAAABoIXsZYco2nqO6nlD8SU7Mv8rh6saDKlWaipUGVBtWOwuh8gZWcv1GRMbtPfQSfh1gvuFAFoLspdByhSqiPcUBodwMGA==
HP,3.2400515451344805,16,512,16.28938072964454,2.406066304919852,17547.663503854328,42e8f2159c14c354239ffd3e13f6924f1c8f3596ea6667bccf616a3aa8ae0c91,gAAAAABoIXsZM2u7ovV_AJWrtbI2EMAy4z8pVtka61UxIHHpfLEhFIQ0-CA5T479-xQcf8jFTV40K0nt8NfUkHTND0ukeBPBoZmaZ9_3OiupnJzeoddFaRM=,gAAAAABoIXsZFa9REzzDgi9GYTb63KaUQ841QyNwh53qBVJfJugA48tD_I_10qcqoBVaTFdRUcmTe6atpuZTxsdHk14zJiPBLA==
Dell,1.8847397658496376,32,1000,15.387899118219778,2.5929176617733907,32638.547131597392,17ceb413d484b255db7ff7c285dd4e49784bb7501b589aa6f5df2d1cfa60fc36,gAAAAABoIXsZubVC-3e4eO_hDz40wlonxo9CIcO7KeRN6v394asF4BWbjNgAKDu78wWubB8zlJtlxOsr3RcAv_xuxYdFmJXpaAuCzgGqRIAnn2-rOJTXnow=,gAAAAABoIXsZq6pNdjrrjlTYu4lhAqsQs_1mHteX5rusCFRrSCxh9vRh-s05owuZeI4jerCZJ8dedtDLdOY1lDtADd_gDt4Bhg==
HP,3.5395828124765445,16,1000,15.183652514323143,2.541554685177271,32339.213793119663,592a5793c5f1ef6df5331199bc369c6a0f907dc21c41bdeff81078cb5b957e85,gAAAAABoIXsZlogOLiMXUQJj4PpcMZR81jw0wMJwytlYAhUCuRYi6fPtNkTAsCTtvnHNDD-MhJ_NFtd7HdtafVpcAF_luAiO_xN1fUmGzr6Ff-eWE30YrDM=,gAAAAABoIXsZVlrC9YcFaPjNM7MdMSbSQ7aKfbhnah1W-kqWnBxALulpBXxjVVDx8D-J1P_XOnSfo9-9A9WRuDEQ_pa20p56vA==
HP,2.061101429591652,16,1000,15.515829764431016,2.7874117553637934,31865.399704499443,b0264c6a334f4bc6582ef67d41bfc98f5a0e51a6181e7975ed3fd81107314da0,gAAAAABoIXsZ-GqgSG-Kb_ySUGqsevbiCF2MMJuQGKry4gkkc-VkarRFwi43jTV1D7u_2jeS3pmiPRjnEIGwYUJub0RirfOLYZI23i0V0HktOTJszPDPdmI=,gAAAAABoIXsZ2JRcLILDwqNH44daWhjamxm2ASR-UmIscy-DmG_XnjVkUKHCkE8WFW-NidxF2kLdmA6HUezHgDikpY1wdjnnPA==
Lenovo,2.0595440370565576,16,1000,13.790331489803865,3.57577525634475,31987.43351882683,d77e11375fae2645f4f420c0c0c4f7bf1aeef3c16f0e7806da9e1018fd03498e,gAAAAABoIXsZG0czY8Z2F6IF7tGJITHVeLpjL7nOjtXn9LGvK3Cq6syCO_CmaaXZWdkzn325U-PBIbcARQNBAXg02r8jYZVfrsxryBFhAgjoEVgYk3JEX80=,gAAAAABoIXsZWBBQpmgACVLI7psBAzGlVkYDoh1Y9zf0Q2PnERFkhGHNuLwXqEMj0_ajUcBa2xJEhyiV7Iwho7ZZbkfUvH5trw==
HP,2.8424360572335337,4,1000,16.245024092942156,2.333626242014656,31150.076784441593,c0f0afb64a27aeb7d446415dac58a585a92e344863ef75b4816f9115b93d6f3a,gAAAAABoIXsZMioV-pwP0ByQ3CB_6FYf2vAifg6bKAzXUE1vV6ODrBRhHm2_LsqODQz1dGva8dfr06_NnfDU_LeZuaRg6IYmeoizHYN067sJM3gXfoEO2v4=,gAAAAABoIXsZl-Xygg4Bz5I4WYJHaEw3gUQY0FfJWWF5R1-3OiCDLP1rBeYSoQsxFbXS77aKINdQmCslrS64q3woqyG-SbVsSg==
HP,2.982349837104258,32,256,12.220618850816548,4.604507885979512,10454.862431857224,548945ee39f804c440dcd6565679d3938108656cb8757f66102ab38b4cb82f16,gAAAAABoIXsZeSozTFHa_KiWQnOfU3iWIZ6ZKzSwiPVquyTMbaxaqvy5Pcfh9o3tfvNLsLTCn8eA6vb9VHZ6JiGFLhrOjYbcWwew7uGdm7yaLuyVFiQoGck=,gAAAAABoIXsZzE88Y1Naged1QpljhJASerF8G3-ctH1316diNgFbBvUTJH58ubEsm4YEttD8cgIRt4E7_QQsbibbscT7lUasBQ==
Lenovo,2.950215519594528,8,1000,11.764318496002035,2.892084593925417,31916.074468038503,5e7519c4c9a7b8366dabe6c1bb70001e86680a589ad366e53ecab6adc980615f,gAAAAABoIXsZPUvyi2_hZNhSf7uX-e7xPapPdBCm9hICb67Qf2WwRiNABxZ9ck0WYa35Yb2Ca0vJ0_UybWKNUdQ6r1BupwvIO9ym8HUIbsZRRNYjJ6gtF80=,gAAAAABoIXsZM-il8QYN0lfMCyiNiXB8l6ymGRK_BGTKgI9K3jUzlNcx2MqJ-b_oSNue_s7x01QTUDC2nIEJB3gZmMm5GxztOw==
HP,1.7287170934943872,4,1000,12.713052680711069,2.4876139624061233,31095.042487596136,4bb0e09d53d9ed9cdebd96e9fe7fa5441ff1717781e087c1b52dc344999998d4,gAAAAABoIXsZE2XWoPAstQEJcrsinCq86H-oUZj3pNpjVp5l3qf9l64yoxTIOoEb-pQ98VKbCc1f4ujgw8RIA2ABnbA6Jro8R5tlhHM0QISEAPgPKE30-qA=,gAAAAABoIXsZW3yjeHvv4FuiWyouQQFoLhz9lHtI-Ke2YxZp7fR2b6hhAfzLjn-vQi8uog2icLVVJZ_m0_UhjWmxB5SM1hhhEA==
HP,3.693652156575951,4,256,14.189464380649959,4.02686392879473,9480.671471848871,86e13d908d41d7b208fd476d0854f93eb68776ccdf87f58db06405e4c9d7736a,gAAAAABoIXsZXO_RsZFK5v8eItuuv8okQjez1FRHkXBkeSXGQp6bKKgQflVeAOuvUWq0g-eZw28zT8WRzvMMMgcJ06do0gESZd2kwJk7gHsrsR-hDgWbRGg=,gAAAAABoIXsZJ4Dpk_YyBjg9soehMn8TxEhgOsGkffXEnxPG3_mgo59YPPzPc_lO4YN8-OB8hpFHFU66msGIXBmMJxObua0IEQ==
HP,2.1640001064717653,4,256,14.063370772456029,2.1142589017979576,8909.468097718878,c9a8a4c284490dd2e193fb0d04ce264915fd51201583bff63014f3b501857f28,gAAAAABoIXsZxCsHnbPkyqa1wHVRpR-5dYRk2uG2FQN0GCiuWjVfdZMrInxjPCzo4tDpj6lqXUG0deqVcKYzjUw3Cqbeu_OYThoASnx1zCChf04uXoQgLjI=,gAAAAABoIXsZdccMnUN-pez62N-BXmAGHGiHmx3ouAV7HpBFHQtx6AHS9c6MaLnpLt-lSvhhjcARqYwKTWoc2ivC5JSIhR47VQ==
Dell,1.8237873032070104,8,256,15.92359254605952,3.8599056946224923,9379.787385975013,cb087b053ef55d06a21a994cd12a6cb5d77fc97f75052111c3a903eeacf08851,gAAAAABoIXsZf0eeg2LoHL45MPdR5z3QaK7rvF9zmnUhi9EQ2PZICXq7jjuL-peAwHh9zYftsUIZ-8XKR3cCfZE215McR6QLXsjYABDSG5mL5UOj-TCei9w=,gAAAAABoIXsZ9kX3ISac5R3ej8QfelTaW0rGnMiiUGOGoKAM2gE01nPLU_wlMrj9fSns3_J9V_1vcgE6Ia9Vy3xu_WwzqItxyw==
Dell,3.721870199672443,32,256,13.427411938424104,4.094595292029499,10692.554536342968,abae2e77a8809f78b1062f87b384f0c6500072879a03320a7853f0aebb9020ba,gAAAAABoIXsZ4UqcCJ6dCczu94HxzK1ifnHIsVBfQC9eGH1t0_h2zJLrcybPcAokvYYRQNnURNxXGSgo8BosQJ_G32Hr5NvrlRFCZtD4fXItrp77SZEJEBY=,gAAAAABoIXsZAkNMASIz3ElVK9CVIRXswPXdTai1jyuuO2ygsmJ1CFK5c2Vb5q4TfaDrRpC0Cv7rDxZsrbrmTw-4bLHOaih5Lg==
Dell,3.8891287455743835,32,256,13.906066557749051,2.6447495941601575,10742.170263455198,4407a7b09c51e765e0da344dd90b409de357c64b97f3ba56649deb63420e9437,gAAAAABoIXsZynoo6xP1VLTtnVC_YkShM1sCal9Z86ln64z2bIiVCwZdCg77p2dTdhihz19OBkbLngkdOzyG8ufe5fdySY6Q4m1LkZjlnfYrwG4YyxUhiv8=,gAAAAABoIXsZCoGut_vqnL1pOTrMOeyFRPSkRqCIFDDRlAwFgkExFJiTgOqjkXeoUKXrE4bld_W7Pfdc-Cz9q0n6S9imOiQW-g==
Lenovo,3.6553190431636264,32,256,11.080206099556374,2.1258922203309027,10722.279304129946,47e63840e41f05404ac35a270a2343ad01d1ed923f3743433f4c7fc494c72ead,gAAAAABoIXsZkN5q1jkwESavMOjbyLs5Q8xt54Uxgj60ay00gImPmmuOEzE6TL0QDF7YrRh8pO7hL9NskQ3uQgTu2--Jgk5RzAy4pOYhiW_I14VuzfCXVYw=,gAAAAABoIXsZ5HtNCfwKPvu4xwDUP7EPXavS7Q0cDXtOWrF0V-Hd-ifMB4TtuOgBH-cWof5AWGcrkun_PjKAonwOJJS1ch1wtw==
Acer,3.523790186812195,16,1000,13.458435418657634,3.0909360767583487,31974.33199154367,42838ca004612855377ca22cdb294794e3eb1d3c856339b39c7175884b784a65,gAAAAABoIXsZxiZjpjHmDq9szizk2eA4lREicOEODqVd5n3vWfEKvmol4SL_6AlTiiL_HAVNYBCS9-DpS8GefogYp-_je9Ith02qPb353UuNHJne6IB7P_o=,gAAAAABoIXsZLAwbBt2oxoUtwpYGpAZXO0euwN9imgIMSo3YXdqOtwieUzeoWFBG7tonmWONw5xzsiOQVMohN6zoNE1dN2zLOg==
HP,3.1381049515975543,16,1000,14.886645397702052,2.2957826907258094,32396.814235117585,c8f09fe92cc8affad1298f9fd5c79da451ad935d2394e4b264a9d2d609770ddb,gAAAAABoIXsZ8giBj9ghu_taeLhqaEcq3jq6l1uPPnqKYxwLffAy8fdUH_dVHO7jIbX1rhP8C4niF_lhKxmPiLA46b7XqKDhK3xF7gYrWkwlGoH5mTOM0uc=,gAAAAABoIXsZxxOCx8OhTjQFsfovwMCxsxHwzBXRFoxzlE-EBpaZVvVXBUNort_vjMZFieepahEBKaQJ-xJzsUC0kxsLtokjNg==
HP,2.8771434265228484,16,512,11.093049983759553,2.349433549020011,17694.48203779271,c6b9ef781a5dd54a5f21b536028ee40b6f41efb4ae23bb253e559d9d6981afbb,gAAAAABoIXsZWuom_drzutbC3jV-2g94ePdbOBrCvAGQUDQR4R0bM3KvPhEdadgEXS2jxdKX6Mbkg-JZgh_4xzqGejimUgAbqqqu6WdT9O57r5roo_TIhFQ=,gAAAAABoIXsZidRmfXEMNp0wdUuATf8Y3PVkhDwOAvIZrw7IZe6-TJ7ok_kbwVqPfU5D5uJjh7MELa1xo0hle5KmZYNRCsK_XA==
Lenovo,1.7174668997785254,8,1000,12.685291791117463,2.7627836943345936,31397.565079435713,9eb7c0d000acb156b4824e9552e67b1ffc532ff0280589563e02444c43659810,gAAAAABoIXsZS4DEA4AbG3qv1RfBeLzZk_SRxj3lAt11L7nxRBFlooB5OJRa25Q_30NtIyVEHutg6KPzyMxhyHlZddvB4_ug4aLTcDu3QSxwrxJL4n4RKz0=,gAAAAABoIXsZpXtlheQuim3wy1cz_8y-GeW7QBSuasnakJnrkH1kyp5Eq1a7agL3AHgxmfRVUzGfCkRwVHHpf2XCLCglp7mp8g==
HP,2.5211330326767465,16,1000,12.24773815573634,2.8864037738802777,32125.15816609158,5ce5b263aaa196cd1057d165a803a9122d9daf11a03e5b916606f8878eb72577,gAAAAABoIXsZrx7Vccbdk-9xoQqgVkoz-gKMo-aCvfjkOqH_0qYH_GhrtLleDOq25ENvnxjpUVMn9Hx5NHC26FSLZZEolgkyS4cohj74scWEhPz3dLb3mx0=,gAAAAABoIXsZ8Hd_4uv9CfW9Ord9HUmi73AbuiDMuJPvjXYD1ABpVppjAfKCwGVmnoZA8oi1QUGSdlL1rPV-EePWZsYke1yu_A==
Dell,2.431721292530785,8,256,11.25191257345753,3.589911023064262,9411.265535787075,1ca5f6343edba60e99fe251cc7406ee50f5b8d1546a1dec0f22b01829a35f2ef,gAAAAABoIXsZdgInyuJ7STXdNcN61VkIJZl_5KOO8s_vT9k8gzbX4Rg8akSEPbXtazEyOng0UZmlEZJMFRz9sqAC2tEpiUNrVhx2UJdjlfShyBTo9BXx2Lw=,gAAAAABoIXsZ2g4vt1W46NSVzN8AUux7W-YmsUhbPfK0nTzEM-CS_-WtJj31h52q-ZCTgkDHf9vYxv_RstJmqwG4xS-JX0sPDA==
Acer,2.1493844594008156,32,256,13.875560539487225,4.03517565650904,10428.784835638491,70849ddda75b95f1162aa06d966196678ec1b1f9253021d7ee04f9bf3641c5f3,gAAAAABoIXsZY4CE_no-Ygk7i6VE4BIWMfc7G7Mz6F5RQtaW2-j3CS5Kz8H-oNP_z7XDEa5RR1lu-CerXjlzvHIRPhd6Xb7RaKtsDeRvRJgwbduWIYNiULo=,gAAAAABoIXsZVIvJ6K3JM5R52vnBYPiQhjjAdLYADJ_hQMRRzjhLJO-KtzhOsKe_C5tlgeNcZQ6T7u4br5Bpyk6Az3o1bbv9iA==
Asus,3.3085502842214622,16,1000,12.09033975936894,3.7783128226105545,31944.08429326199,6c367e5cae5af58013d30f3814f047e5b51f0ecf41b231615971a69c9b9e1163,gAAAAABoIXsZpLV9H1xq5mkULvSVXr-PdlOr84rddE6TgCF5KrnfevtZPwWG43PYCC7ZewhbrBiHUqZlmgVVzhBbxHMYwRvBVdrMQsAePIvfZ1PCg-_RS3k=,gAAAAABoIXsZGTaMK5dKjxYgZMto6gVua8drFHVq-UYFWmoCvgBlAwH13hHwt6TRACHcH9AHQRJ5l53IQ1-_eKZRYfp0HDNzXQ==
